rmse,mae,target_rank_correlation,future_return_rank_correlation,top_k_cumulative_return,top_k_sharpe,top_k_hit_rate,top_bottom_spread_mean,turnover,n_rebalances,model_name,n_folds
0.04566928086906833,0.02981491365521267,0.005704183204802189,0.005704183204802189,0.3631335449297577,0.2486287499616241,0.5833333333333334,0.0003431069436943268,0.6188811188811189,144.0,cnn_2d_residual_wd,48
0.04624431045687202,0.03038786732311345,0.04261262688625306,0.04261262688625306,0.25282484636839975,0.2080024824321495,0.5902777777777778,0.0027035289388703913,0.6083916083916084,144.0,cnn_2d_residual_small,48
