mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,3,logistic_image_scale + logistic_cumulative_scale + cnn_1d_attention_image_scale,0.02059771825396826,0.23471934660962301,0.3326454145622819,0.5694444444444444
raw,3,logistic_image_scale + logistic_cumulative_scale + cnn_1d_cumulative_scale,0.02357390873015873,0.2064287019148912,0.25821327218564094,0.5486111111111112
raw,3,logistic_image_scale + logistic_cumulative_scale + cnn_1d_dilated_image_scale,0.01615823412698413,0.2654781622363789,0.4199163414531524,0.5486111111111112
raw,3,logistic_image_scale + logistic_cumulative_scale + cnn_1d_multiscale_image_scale,0.015674603174603174,0.21174724558443456,0.27149473443836936,0.5694444444444444
raw,3,logistic_image_scale + logistic_cumulative_scale + cnn_2d_residual_images,0.022048611111111123,0.10851007961200533,0.021122324638759737,0.5694444444444444
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_2d_rendered_images,0.031212797619047633,0.22132104074215123,0.28010827175825437,0.5486111111111112
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale,0.028546626984126976,0.31382652935910155,0.5174176171303095,0.5763888888888888
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale,0.03807043650793652,0.20294016421517286,0.2406710245191599,0.5555555555555556
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_1d_dilated_image_scale,0.0439856150793651,0.3105737117848387,0.5303901163990756,0.5763888888888888
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_1d_multiscale_image_scale,0.034213789682539686,0.3516131581043226,0.6260196624130159,0.5625
raw,3,logistic_image_scale + cnn_1d_image_scale + cnn_2d_residual_images,0.03214285714285715,0.047358580959016565,-0.06691172972284631,0.5416666666666666
raw,3,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale,0.03276289682539683,0.3590570975193444,0.6739829288892947,0.5833333333333334
raw,3,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale,0.04160466269841271,0.3830336814534851,0.7399260641555796,0.5555555555555556
raw,3,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_dilated_image_scale,0.03366815476190477,0.3028156399288822,0.5057773060111768,0.5486111111111112
raw,3,logistic_image_scale + cnn_2d_rendered_images + cnn_1d_multiscale_image_scale,0.02831101190476191,0.28910214196363226,0.46463555980943805,0.5625
raw,3,logistic_image_scale + cnn_2d_rendered_images + cnn_2d_residual_images,0.029650297619047618,0.30466210689367185,0.49611950842739594,0.5833333333333334
raw,3,logistic_image_scale + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,0.03298611111111112,0.24860418499636644,0.3484712790338582,0.5833333333333334
raw,3,logistic_image_scale + cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.0380952380952381,0.3604252970614067,0.6968488830015354,0.5763888888888888
raw,3,logistic_image_scale + cnn_1d_attention_image_scale + cnn_1d_multiscale_image_scale,0.029625496031746038,0.3685270702023292,0.6818335184694675,0.5902777777777778
raw,3,logistic_image_scale + cnn_1d_attention_image_scale + cnn_2d_residual_images,0.03773561507936509,0.326134959212752,0.5414243384420867,0.5625
raw,3,logistic_image_scale + cnn_1d_cumulative_scale + cnn_1d_dilated_image_scale,0.047842261904761915,0.32906491173939356,0.5923803080785084,0.5972222222222222
raw,3,logistic_image_scale + cnn_1d_cumulative_scale + cnn_1d_multiscale_image_scale,0.0326388888888889,0.3698028311506295,0.6539295300578516,0.5763888888888888
raw,3,logistic_image_scale + cnn_1d_cumulative_scale + cnn_2d_residual_images,0.041480654761904774,0.2542868771997534,0.3676112082101015,0.5625
raw,3,logistic_image_scale + cnn_1d_dilated_image_scale + cnn_1d_multiscale_image_scale,0.046961805555555555,0.33254991358694774,0.5958564888061384,0.5694444444444444
raw,3,logistic_image_scale + cnn_1d_dilated_image_scale + cnn_2d_residual_images,0.04685019841269843,0.3646711997144989,0.7041759787468489,0.5763888888888888
raw,3,logistic_image_scale + cnn_1d_multiscale_image_scale + cnn_2d_residual_images,0.03572668650793652,0.28315752759846047,0.4530146653829541,0.5625
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_2d_rendered_images,-0.016046626984126986,0.06778688647597352,-0.053338594524296234,0.5555555555555556
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_attention_image_scale,0.0011160714285714266,0.18288845142663715,0.1975385821549196,0.5763888888888888
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_cumulative_scale,-0.0010292658730158709,0.053332611074772086,-0.0862784472757997,0.5486111111111112
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_dilated_image_scale,-0.00029761904761904407,0.1584268611281791,0.13942649713859434,0.5416666666666666
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_1d_multiscale_image_scale,-0.009747023809523813,0.01962308792194395,-0.1436825119656553,0.5625
raw,3,logistic_cumulative_scale + cnn_1d_image_scale + cnn_2d_residual_images,-0.007068452380952387,-0.003182718800050272,-0.19161458080301064,0.5486111111111112
raw,3,logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_attention_image_scale,-0.0043650793650793695,0.1285786089954784,0.07363058826534985,0.5625
raw,3,logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_cumulative_scale,-0.010181051587301586,0.07618299464876169,-0.04211569429026829,0.5347222222222222
raw,3,logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_dilated_image_scale,-0.017509920634920642,0.11924091675080073,0.053294791335662506,0.5347222222222222
raw,3,logistic_cumulative_scale + cnn_2d_rendered_images + cnn_1d_multiscale_image_scale,-0.02485119047619048,0.11378031536699769,0.03741480741730152,0.5486111111111112
raw,3,logistic_cumulative_scale + cnn_2d_rendered_images + cnn_2d_residual_images,-0.008593749999999997,0.01735866428928962,-0.15840687094607797,0.5416666666666666
raw,3,logistic_cumulative_scale + cnn_1d_attention_image_scale + cnn_1d_cumulative_scale,-0.0008308531746031782,0.17899691250445837,0.18831376709274017,0.5555555555555556
